Date,^PUT,^SPX
1996-08-05,-6.456608387972462e-05,-0.0034113870382033173
1996-08-06,0.0013566653752616897,0.003256478011701258
1996-08-07,0.0005807387303804479,0.002687231269962176
1996-08-08,0.0005803032788118667,-0.0023638074448079083
1996-08-09,0.0002577302100614798,-0.0007395995256025412
1996-08-12,0.0008053345549672297,0.005543035916992123
1996-08-13,-6.433955884865838e-05,-0.008366263365449322
1996-08-14,0.0006437316909022606,0.0028021441256158575
1996-08-15,0.00022520532560532658,0.00034746848145572606
1996-08-16,9.648081562896316e-05,0.0044240993932611605
1996-08-19,0.0010933764703930926,0.0020594925992318824
1996-08-20,0.0006103515864337439,-0.001335195513845644
1996-08-21,0.0007384217584489594,-0.0009313571105374896
1996-08-22,0.0035929523700808375,0.00843518019123013
1996-08-23,-0.0018859364045427096,-0.00544218318537304
1996-08-26,-0.002145759576411166,-0.0047224626714077456
1996-08-27,0.0022466533063698613,0.0037958961148329973
1996-08-28,-0.0004163087079566141,-0.0023859945936628435
1996-08-29,-0.006054730635318029,-0.011146001371434178
1996-08-30,-0.006027187063521677,-0.008229440186756087
1996-09-03,0.0044424107529852375,0.004187150891332925
1996-09-04,0.000936137713719587,0.0013593821607147394
1996-09-05,-0.008514704837279896,-0.009411056951561969
1996-09-06,0.011775788276449317,0.009608262827847547
1996-09-09,0.00810207704582222,0.012323110633389645
1996-09-10,0.0009886702939323477,7.531004012495401e-05
1996-09-11,0.0026126532928376633,0.005227447237980076
1996-09-12,0.002415182990067155,0.005799656736715786
1996-09-13,0.0035505804860482826,0.013990841498484619
1996-09-16,0.0007581192703622897,0.005054813166711636
1996-09-17,0.00012628960373572973,-0.001520480214393105
1996-09-18,0.00034722847624113484,-0.0021525049536212926
1996-09-19,0.0004100784358054277,0.002245189608716558
1996-09-20,0.0007569722534299661,0.005900482133052609
1996-09-23,0.0004096964572413153,-0.0008006183204072315
1996-09-24,0.0003464651042155431,-0.0012673277326943344
1996-09-25,-0.00015741212165587548,0.0003209284330485396
1996-09-26,0.0007243250974031668,4.369634015999324e-05
1996-09-27,0.0005035679078082556,0.0004811726837725683
1996-09-30,0.0005976799152380696,0.0016613687817972345
1996-10-01,0.0014461047514033876,0.002546084059313225
1996-10-02,0.0022916685427800676,0.00715445601891318
1996-10-03,3.1351057577344577e-05,-0.001772280588813624
1996-10-04,0.003852236010626564,0.012529218956543575
1996-10-07,0.0009048064235066544,0.0026801311891240243
1996-10-08,-0.00043634591167562853,-0.003838843381490209
1996-10-09,-0.00012476546994277804,-0.005566374075878899
1996-10-10,0.00015590491285122354,-0.0030571015194578166
1996-10-11,0.001964590548838796,0.00870990616397016
1996-10-14,0.0006535478406326511,0.004110417311106174
1996-10-15,6.226527722708042e-05,-0.0013787001924818743
1996-10-16,0.0004043194605884981,0.002618907441438001
1996-10-17,0.00034191981524944737,0.003662664056737208
1996-10-18,0.002330785017232939,0.005417356883050228
1996-10-21,-0.0003720432754833469,-0.001364665777955243
1996-10-22,-0.0018299566737667305,-0.004620649960593859
1996-10-23,0.0009321601707208416,0.000990718824426473
1996-10-24,-0.0032596169405341158,-0.0070412167437929885
1996-10-25,-0.000934432689765119,-0.001950754189936843
1996-10-28,-0.0014028172985782739,-0.0052216704242549206
1996-10-29,0.0032466845765619645,0.0060809313240268725
1996-10-30,-0.0004044509931507845,-0.000855275247238052
1996-10-31,0.004015745675140625,0.0062348337351545435
1996-11-01,-0.0007441096445183204,-0.0021268449791711497
1996-11-04,0.003847555663000213,0.00420586392621769
1996-11-05,0.003801962871222031,0.010484958024240987
1996-11-06,0.004157062674412959,0.014633001922145006
1996-11-07,0.0001839851501710399,0.004223074352642353
1996-11-08,0.0013183488807742005,0.004356466438256268
1996-11-11,0.000765485785857889,0.0014367255718861216
1996-11-12,0.0002753528910139913,-0.0031562949349001057
1996-11-13,0.0003670361235608155,0.002151992062986885
1996-11-14,0.00024466317942328786,0.006496792592667999
1996-11-15,-0.0025677752739053927,0.0023645026673229097
1996-11-18,-3.067751191532242e-05,-0.0008133938747717506
1996-11-19,0.0036778601554519064,0.006973967432458927
1996-11-20,-0.00018320983443553818,0.0024119315609485437
1996-11-21,0.0003053435399102966,-0.001613028009061046
1996-11-22,0.003938716988867608,0.008051134929316639
1996-11-25,0.002280952542710768,0.011085503512132222
1996-11-26,-0.0005157874481596103,-0.001413427846729598
1996-11-27,0.0005464424171246485,-0.0012699374897512383
1996-11-29,0.0009709843647998095,0.0026755225579471187
1996-12-02,0.0011821640957365709,-0.0006076747784571346
1996-12-03,-0.004269116105488413,-0.010944232167228063
1996-12-04,0.0017636667937344086,-0.004249817697160263
1996-12-05,-0.0007892237243616318,-0.0009662739588185421
1996-12-06,-0.002521392155557578,-0.006421490724522472
1996-12-09,0.00779640696301942,0.013737201886247163
1996-12-10,-0.0007857178625486627,-0.0029609897958884357
1996-12-11,-0.0034476944166565993,-0.00910987740958602
1996-12-12,-0.010166228749778572,-0.015430714264526024
1996-12-13,0.0021153750971070195,-0.0009049405670887856
1996-12-16,-0.010157183367275002,-0.010512782753749006
1996-12-17,0.00979780808071573,0.00701822199737645
1996-12-18,0.006152275162057297,0.00757534043089958
1996-12-19,0.012776868433421962,0.01943848889383548
1996-12-20,0.000450540341327077,0.0041702227403424
1996-12-23,0.00015008194034149547,-0.0026039395619343875
1996-12-24,0.002701710823956205,0.005502659562949708
1996-12-26,0.0028441777087548914,0.006377878167971751
1996-12-27,0.00014923065583949402,0.0012833355742445374
1996-12-30,-0.0002686297559604256,-0.0038848326837912506
1996-12-31,-0.005971397138912038,-0.01739070873003956
1997-01-02,-0.0014117118644844107,-0.0050354787346769125
1997-01-03,0.008692819354860548,0.014952333598229561
1997-01-06,-0.00041751795404554315,-0.0005080075236680859
1997-01-07,0.0037887281513808713,0.007463326252226787
1997-01-08,-0.0026450743562108636,-0.00639911773190327
1997-01-09,0.0031884362939751387,0.008604912644800677
1997-01-10,0.003178302478997974,0.006160196813218333
1997-01-13,0.001539658889517348,1.317941491119079e-05
1997-01-14,0.0018921349547302846,0.01231053635332957
