strategy,target_vol,max_leverage,annual_vol,cagr,max_drawdown,sharpe,final_return,annual_turnover,portfolio_age
raw,0.1,1.286527748945764,0.10303103895717264,0.08344573159230873,0.1910208541585838,0.8295379197206517,2.152291867610463,32.97541838153856,7.64205618513345
neutral,0.1,2.6389426103870375,0.10121202959100034,0.03476650846625562,0.2069273678800799,0.3886473612393002,0.6316340164878551,66.4630671585823,3.7915794556805897
