ticker,basis,oos_r_squared,residual_volatility,n_factors
IWM,gamma,0.7067636214476927,0.12096060564889625,5
EFA,gamma,0.7849190042489077,0.07650916612118612,5
EEM,gamma,0.6396601925143315,0.11753280893132412,5
AGG,gamma,0.6921325098025878,0.034539122655373025,5
SHY,gamma,0.3892083645614076,0.015990470290452908,5
IEF,gamma,0.75805924820363,0.03822519052141371,5
TLT,gamma,0.7399190089209395,0.07969559936285982,5
TIP,gamma,0.6778507518563066,0.034718131027835074,5
LQD,gamma,0.751262709702048,0.043366721956188584,5
HYG,gamma,0.598859652565661,0.04856384237564823,5
VNQ,gamma,0.645789827499992,0.11410545523158623,5
GLD,gamma,0.46511781854681833,0.13936893058408797,5
DBC,gamma,0.7362113034442621,0.09511215858570146,5
UUP,gamma,0.6964568251734766,0.0407484097341281,5
ACWI,nonlinear,0.8602379965620846,0.06072147458409446,5
SPY,nonlinear,0.7973227335947622,0.07760947578791451,5
DIA,nonlinear,0.7430560501827792,0.07539287132866221,5
QQQ,nonlinear,0.6876763085065791,0.12785159541267357,5
IWM,nonlinear,0.7041131164309846,0.12167668235362479,5
EFA,nonlinear,0.7823255185140605,0.07739139171637796,5
EEM,nonlinear,0.6425941831485531,0.11743438094901638,5
AGG,nonlinear,0.6893827251595019,0.03473632375896575,5
SHY,nonlinear,0.3920444402715765,0.015991507824280486,5
IEF,nonlinear,0.7571835117806263,0.038297909633406686,5
TLT,nonlinear,0.7394295589538575,0.079726890179124,5
TIP,nonlinear,0.6760500713010842,0.03477338149208152,5
LQD,nonlinear,0.7479380054831826,0.04365804706879504,5
HYG,nonlinear,0.598133273823406,0.04879139358713493,5
VNQ,nonlinear,0.6472676558686079,0.11381961631015106,5
GLD,nonlinear,0.46679149651771334,0.13924367587431216,5
DBC,nonlinear,0.7390633558131146,0.09475592963406879,5
UUP,nonlinear,0.6966398313581976,0.04077739711685182,5
ACWI,linear,0.8858540989238227,0.05395513075664739,6
SPY,linear,0.8249005521722232,0.07134092869371299,6
DIA,linear,0.773212023381778,0.07028915528938495,6
QQQ,linear,0.715885684897395,0.12121886316381505,6
IWM,linear,0.709656922833844,0.12022509760504463,6
EFA,linear,0.8172696140544189,0.07027618913398381,6
EEM,linear,0.638795969225659,0.11776220029312275,6
AGG,linear,0.716038617988446,0.033203112296832184,6
SHY,linear,0.4124776136930871,0.015703237235129106,6
IEF,linear,0.7561995677835708,0.03837517073760351,6
TLT,linear,0.7335588298622824,0.08060888068812268,6
TIP,linear,0.6847584151173167,0.03434341376793833,6
LQD,linear,0.7960005088595492,0.03928181430438794,6
HYG,linear,0.6332235139630459,0.046443571006972904,6
VNQ,linear,0.7476798884120694,0.09622234508850006,6
GLD,linear,0.6252171590022468,0.11675992558435982,6
DBC,linear,0.8325468775594654,0.07574849697590025,6
UUP,linear,0.8125909029739937,0.03184545616246393,6
ACWI,gamma,0.8746940446447412,0.05675269123214,6
SPY,gamma,0.8124942756160451,0.07396046850315471,6
DIA,gamma,0.7560285571460877,0.07300362522322701,6
QQQ,gamma,0.7189043723898865,0.12064725019467921,6
IWM,gamma,0.6979009328056829,0.12269096002415295,6
EFA,gamma,0.8049325516134782,0.07283272892172564,6
EEM,gamma,0.6499365625848224,0.11587080287022908,6
AGG,gamma,0.7003619606295188,0.034089753401072995,6
SHY,gamma,0.4148604644866831,0.015661904386119255,6
IEF,gamma,0.7592398355611978,0.03813540936837341,6
TLT,gamma,0.7420823402895713,0.07934494856684512,6
TIP,gamma,0.6807707441745805,0.03456047141198874,6
LQD,gamma,0.7725359540850498,0.04146958572938096,6
HYG,gamma,0.6096218170807889,0.04788381746806284,6
VNQ,gamma,0.7485280551498767,0.09611916567759715,6
GLD,gamma,0.6445846742377012,0.1137249142867679,6
DBC,gamma,0.8562144248869821,0.07004180985762248,6
UUP,gamma,0.8303322135699405,0.030262680647268506,6
ACWI,nonlinear,0.8736407885369282,0.057736026879624765,6
SPY,nonlinear,0.8095729000149533,0.07523337200066767,6
DIA,nonlinear,0.7516183024235891,0.0741632976811389,6
